MES,CODIGOCLIENTE,DISTRITO,EDAD,DEPARTAMENTO,FLG_CELULAR,FLG_EMAIL,FLG_PROCEDENCIA,FLG_TELEFONO,RNG_EDAD,RNG_INGRESO_BRUTO,PROVINCIA,PROFESION,SEXO,SITUACION_LABORAL
201705,IBK_CODUNICO00029375436,SALAVERRY,32,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201702,IBK_CODUNICO00024765218,HUANCAYO,33,JUNÍN,1,1,PROVINCIA,1,28 - 45,4000 - 9999,HUANCAYO,,M,INDEPENDIENTE
201706,IBK_CODUNICO00023344693,JESUS MARIA,40,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00027116166,SAN JUAN DE LURIGANCHO,24,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00028194457,LA MOLINA,30,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,ECONOMISTA,M,DEPENDIENTE
201709,IBK_CODUNICO00023510851,LIMA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00018930918,SURQUILLO,57,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201701,IBK_CODUNICO00029378232,SAN MIGUEL,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00027202643,SANTIAGO DE SURCO,43,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00029082817,SAN BORJA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201706,IBK_CODUNICO00026569954,SANTIAGO DE SURCO,56,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00027001083,CALLAO,40,CALLAO,0,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,INGENIERO,M,INDEPENDIENTE
201711,IBK_CODUNICO00028461754,MAGDALENA DEL MAR,27,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00022289280,PIURA,46,PIURA,1,1,PROVINCIA,1,46 - 65,4000 - 9999,PIURA,MEDICO Y CIRUJANO,F,DEPENDIENTE
201705,IBK_CODUNICO00029401501,PUNO,42,PUNO,1,1,PROVINCIA,0,28 - 45,4000 - 9999,PUNO,,F,DEPENDIENTE
201702,IBK_CODUNICO00021326258,AYACUCHO,35,AYACUCHO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,HUAMANGA,ADMINISTRADOR DE EMPRESAS,F,DEPENDIENTE
201704,IBK_CODUNICO00028326088,SACHACA,39,AREQUIPA,1,1,PROVINCIA,1,28 - 45,De 15000 a más,AREQUIPA,,M,DEPENDIENTE
201706,IBK_CODUNICO00025919156,SAN MARTIN DE PORRES,60,LIMA,1,0,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00026290765,ATE,68,LIMA,1,1,LIMA Y CALLAO,1,66 - 72,10000 - 14999,LIMA,PROFESOR,F,DEPENDIENTE
201705,IBK_CODUNICO00025567451,SACHACA,49,AREQUIPA,1,1,PROVINCIA,1,46 - 65,De 15000 a más,AREQUIPA,CONTADOR,M,DEPENDIENTE
201702,IBK_CODUNICO00028340578,LOS OLIVOS,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00023906518,SAN MIGUEL,68,LIMA,1,1,LIMA Y CALLAO,1,66 - 72,4000 - 9999,LIMA,GESTOR DE NEGOCIO,M,INDEPENDIENTE
201710,IBK_CODUNICO00028716459,SAN JUAN DE MIRAFLORES,53,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00021186171,JESUS MARIA,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00026111992,PUENTE PIEDRA,50,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00026048783,VILLA MARIA DEL TRIUNFO,30,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,De 15000 a más,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00021060906,PIURA,40,PIURA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,PIURA,MEDICO Y CIRUJANO,F,DEPENDIENTE
201712,IBK_CODUNICO00029270638,AYACUCHO,31,AYACUCHO,1,0,PROVINCIA,1,28 - 45,4000 - 9999,HUAMANGA,,F,DEPENDIENTE
201710,IBK_CODUNICO00020386318,CUSCO,31,CUSCO,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CUSCO,PSICOLOGO,F,INDEPENDIENTE
201711,IBK_CODUNICO00028687633,LA MOLINA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201704,IBK_CODUNICO00025287130,CHICLAYO,36,LAMBAYEQUE,1,1,PROVINCIA,1,28 - 45,4000 - 9999,CHICLAYO,ENFERMERO,F,DEPENDIENTE
201707,IBK_CODUNICO00028031869,CHORRILLOS,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00025288592,NICOLAS DE PIEROLA,53,AREQUIPA,1,1,PROVINCIA,0,46 - 65,1200 - 3999,CAMANA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00027638330,SAN BORJA,48,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,_INGRESO,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00027422964,LINCE,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00026544358,CHORRILLOS,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00024880591,ICA,40,ICA,1,0,PROVINCIA,1,28 - 45,1200 - 3999,ICA,ODONTOLOGO,F,INDEPENDIENTE
201704,IBK_CODUNICO00024210601,SAN ISIDRO,44,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00022193240,SANTIAGO DE SURCO,27,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,10000 - 14999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00025683778,VILLA EL SALVADOR,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00012331109,PUEBLO LIBRE,44,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00027642147,MIRAFLORES,62,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00028598321,JESUS MARIA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00027529521,PIMENTEL,37,LAMBAYEQUE,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CHICLAYO,,M,DEPENDIENTE
201702,IBK_CODUNICO00020762348,PUEBLO LIBRE,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,,DEPENDIENTE
201708,IBK_CODUNICO00025293023,SAN MIGUEL,34,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00029068860,SURQUILLO,24,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201705,IBK_CODUNICO00020637442,VILLA MARIA DEL TRIUNFO,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00028157199,COMAS,58,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00028736434,CUSCO,37,CUSCO,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,M,DEPENDIENTE
201710,IBK_CODUNICO00027035061,MIRAFLORES,49,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00024383478,MIRAFLORES,64,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,ENFERMERO,F,INDEPENDIENTE
201705,IBK_CODUNICO00026478910,SAN MARTIN DE PORRES,50,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,CONTADOR,F,INDEPENDIENTE
201701,IBK_CODUNICO00028373373,CAJAMARCA,31,CAJAMARCA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CAJAMARCA,,M,DEPENDIENTE
201712,IBK_CODUNICO00029001343,LA MOLINA,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00026206038,SAN RAMON,40,JUNÍN,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CHANCHAMAYO,,M,DEPENDIENTE
201708,IBK_CODUNICO00026964098,SAN BORJA,65,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,F,INDEPENDIENTE
201710,IBK_CODUNICO00023703781,PUEBLO LIBRE,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201709,IBK_CODUNICO00025055421,COMAS,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00026577122,LIMA,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00024779120,SAN JUAN DE MIRAFLORES,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00027981522,CARABAYLLO,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00025850933,CUSCO,47,CUSCO,1,1,PROVINCIA,1,46 - 65,4000 - 9999,CUSCO,,M,INDEPENDIENTE
201705,IBK_CODUNICO00018933113,GROCIO PRADO,65,ICA,1,0,PROVINCIA,0,46 - 65,1200 - 3999,CHINCHA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00026827723,VILLA MARIA DEL TRIUNFO,33,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00028379682,SANTIAGO DE SURCO,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,INGENIERO,M,INDEPENDIENTE
201707,IBK_CODUNICO00019832699,BREÑA,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00026796849,PUEBLO LIBRE,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00026587084,MARCONA,35,ICA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,NAZCA,INGENIERO,F,DEPENDIENTE
201701,IBK_CODUNICO00027659710,SANTA ANITA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00025960230,LA MOLINA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00029150150,SAN JUAN DE MIRAFLORES,47,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,10000 - 14999,LIMA,PROFESOR,M,DEPENDIENTE
201707,IBK_CODUNICO00023244727,SAN BORJA,37,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00026767606,TUMBES,30,TUMBES,1,1,PROVINCIA,1,28 - 45,De 15000 a más,TUMBES,ABOGADO,F,DEPENDIENTE
201709,IBK_CODUNICO00027450438,VENTANILLA,29,CALLAO,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,PROV. CONST. DEL CALLAO,,F,DEPENDIENTE
201709,IBK_CODUNICO00028678210,JESUS MARIA,46,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00025813969,SANTIAGO DE SURCO,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,INGENIERO,M,DEPENDIENTE
201707,IBK_CODUNICO00021473102,YANAHUARA,45,AREQUIPA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,AREQUIPA,,M,DEPENDIENTE
201701,IBK_CODUNICO00027219825,LOS OLIVOS,56,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201712,IBK_CODUNICO00021918377,SAN BORJA,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00028150843,MIRAFLORES,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO0008922909,SAN JUAN DE LURIGANCHO,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00027772294,TACNA,40,TACNA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,TACNA,,F,INDEPENDIENTE
201712,IBK_CODUNICO00028952969,SAN BORJA,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00026543122,CHINCHA ALTA,31,ICA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CHINCHA,,F,INDEPENDIENTE
201709,IBK_CODUNICO00026989196,SAN MARTIN DE PORRES,50,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00023967526,SAN MIGUEL,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00026943625,TRUJILLO,31,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,4000 - 9999,TRUJILLO,,M,DEPENDIENTE
201701,IBK_CODUNICO00028656344,MIRAFLORES,35,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201706,IBK_CODUNICO00028150516,COMAS,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00028968234,CALLAO,33,CALLAO,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201703,IBK_CODUNICO00028547271,SANTIAGO DE SURCO,62,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00014256044,LIMA,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00023630401,UCHUMAYO,28,AREQUIPA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,AREQUIPA,,M,DEPENDIENTE
201708,IBK_CODUNICO00025824562,SAN JUAN DE LURIGANCHO,26,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00028790167,LOS OLIVOS,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00029024519,PIURA,31,PIURA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,PIURA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00029341077,JESUS MARIA,53,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,INGENIERO,M,INDEPENDIENTE
201708,IBK_CODUNICO00029149146,LIMA,45,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00027734183,ATE,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201701,IBK_CODUNICO00025363002,CUSCO,32,CUSCO,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CUSCO,,M,DEPENDIENTE
201710,IBK_CODUNICO00025016156,SAN JUAN DE LURIGANCHO,47,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00027200170,LIMA,28,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00028162001,SAN ISIDRO,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00028266260,SAN JUAN DE LURIGANCHO,26,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00026036094,LA VICTORIA,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO0008359458,AYACUCHO,41,AYACUCHO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,HUAMANGA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00023708859,CHORRILLOS,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00028999475,BREÑA,50,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201706,IBK_CODUNICO00027236252,LIMA,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00026311336,SANTIAGO DE SURCO,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00024910088,CALLERIA,62,UCAYALI,1,0,PROVINCIA,1,46 - 65,1200 - 3999,CORONEL PORTILLO,,M,INDEPENDIENTE
201707,IBK_CODUNICO00027653019,PARIÑAS,38,PIURA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,TALARA,,F,INDEPENDIENTE
201709,IBK_CODUNICO00027529111,SAN MARTIN DE PORRES,30,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,CONTADOR,M,DEPENDIENTE
201705,IBK_CODUNICO00026136625,SAN ISIDRO,63,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00027675163,COMAS,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,ANALISTAS DE SISTEMA Y COMPUTO,F,DEPENDIENTE
201708,IBK_CODUNICO00028423086,INDEPENDENCIA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO0009589811,LOS OLIVOS,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00027986803,SAN BORJA,32,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,ADMINISTRADOR DE EMPRESAS,M,DEPENDIENTE
201712,IBK_CODUNICO00028499244,LOS OLIVOS,30,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,ELECTRICISTA (TECNICO),M,DEPENDIENTE
201707,IBK_CODUNICO00016431149,SAN BORJA,45,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00025759299,SAN JUAN DE LURIGANCHO,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201710,IBK_CODUNICO00028657624,SANTIAGO DE SURCO,28,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00028179215,BARRANCO,48,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00029198705,AREQUIPA,56,AREQUIPA,1,1,PROVINCIA,1,46 - 65,4000 - 9999,AREQUIPA,INGENIERO,M,INDEPENDIENTE
201703,IBK_CODUNICO00019012973,MOQUEGUA,27,MOQUEGUA,1,1,PROVINCIA,0,18 - 27,4000 - 9999,MARISCAL NIETO,,M,INDEPENDIENTE
201712,IBK_CODUNICO00022829852,LIMA,25,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00028623816,NUEVO CHIMBOTE,66,ANCASH,1,1,PROVINCIA,1,66 - 72,1200 - 3999,SANTA,INGENIERO,M,INDEPENDIENTE
201707,IBK_CODUNICO00026650837,HUANCAYO,24,JUNÍN,1,1,PROVINCIA,0,18 - 27,1200 - 3999,HUANCAYO,,F,DEPENDIENTE
201705,IBK_CODUNICO00020999796,ABANCAY,23,APURIMAC,1,0,PROVINCIA,0,18 - 27,1200 - 3999,ABANCAY,,F,INDEPENDIENTE
201707,IBK_CODUNICO00029006889,CHIMBOTE,49,ANCASH,1,1,PROVINCIA,1,46 - 65,1200 - 3999,SANTA,,M,DEPENDIENTE
201711,IBK_CODUNICO00028516757,IQUITOS,55,LORETO,1,1,PROVINCIA,0,46 - 65,10000 - 14999,MAYNAS,,M,INDEPENDIENTE
201710,IBK_CODUNICO00029309826,SAN BORJA,27,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO00026595287,WANCHAQ,36,CUSCO,0,0,PROVINCIA,1,28 - 45,4000 - 9999,CUSCO,,M,INDEPENDIENTE
201704,IBK_CODUNICO00029344627,VILLA MARIA DEL TRIUNFO,33,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00022972096,EL PORVENIR,37,LA LIBERTAD,0,0,PROVINCIA,0,28 - 45,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201712,IBK_CODUNICO00029179188,COMAS,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028412974,LIMA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00028319061,LA VICTORIA,45,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,De 15000 a más,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00022186875,CAYMA,65,AREQUIPA,1,1,PROVINCIA,1,46 - 65,4000 - 9999,AREQUIPA,,M,DEPENDIENTE
201708,IBK_CODUNICO00023581303,SAN MARTIN DE PORRES,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00026881951,LOS OLIVOS,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00028992833,MARIANO MELGAR,51,AREQUIPA,1,1,PROVINCIA,1,46 - 65,1200 - 3999,AREQUIPA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00029312503,SAN ISIDRO,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201705,IBK_CODUNICO00029180848,SANTA MARIA,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,HUAURA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00028559705,LIMA,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00019674853,CALLAO,57,CALLAO,1,0,LIMA Y CALLAO,1,46 - 65,4000 - 9999,PROV. CONST. DEL CALLAO,ELECTRICISTA (TECNICO),M,INDEPENDIENTE
201708,IBK_CODUNICO00025679327,SAN ISIDRO,41,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201701,IBK_CODUNICO00028652917,TUMAN,53,LAMBAYEQUE,1,0,PROVINCIA,1,46 - 65,1200 - 3999,CHICLAYO,,F,INDEPENDIENTE
201703,IBK_CODUNICO00025475245,HUANCAYO,29,JUNÍN,1,1,PROVINCIA,0,28 - 45,1200 - 3999,HUANCAYO,,M,DEPENDIENTE
201712,IBK_CODUNICO00026538115,WANCHAQ,30,CUSCO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,M,DEPENDIENTE
201706,IBK_CODUNICO00026311051,CHORRILLOS,25,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201701,IBK_CODUNICO00027599153,CHORRILLOS,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,ARQUITECTO,F,DEPENDIENTE
201703,IBK_CODUNICO00027365701,CALLAO,47,CALLAO,1,1,LIMA Y CALLAO,1,46 - 65,Hasta 849,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201701,IBK_CODUNICO00027766578,CHANCAY,26,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,1200 - 3999,HUARAL,,F,INDEPENDIENTE
201708,IBK_CODUNICO00028189214,MIRAFLORES,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,F,DEPENDIENTE
201710,IBK_CODUNICO00023656071,VICTOR LARCO HERRERA,26,LA LIBERTAD,1,1,PROVINCIA,1,18 - 27,1200 - 3999,TRUJILLO,,F,DEPENDIENTE
201705,IBK_CODUNICO00027815142,LOS OLIVOS,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00028900345,MAGDALENA DEL MAR,60,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
