MES,CODIGOCLIENTE,BANCARIZADO,SEGMENTO_CANAL,SEGMENTO_CAPTACIONES,TIPO_VINCULACION
201709,IBK_CODUNICO00027674933,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00025013385,S,ATM,Sin segmento,03.PASIVOS
201704,IBK_CODUNICO00025008490,S,Sin transacciones,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00028966296,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00028792380,S,Digital,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00028654891,S,Digital,07.ANSIOSO,02.ACTIVOS
201701,IBK_CODUNICO00028797167,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00022342786,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00025577959,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00025320679,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00027349324,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00026305154,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00026412960,S,Digital,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00025660193,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00029116480,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00028558371,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00028520642,S,Tradicional,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00028245935,S,Light user,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00029314409,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00024779927,S,ATM,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00020818814,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00022497961,N,ATM,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO00021250235,S,Light user,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00019633019,S,Light user,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00028211536,S,Agente,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00020527640,S,Digital,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00022279405,S,ATM,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00028452735,S,ATM,08.RETIRO,03.PASIVOS
201712,IBK_CODUNICO00027481284,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00026261160,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00029188115,S,Tradicional,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00021359823,S,Digital,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00015565057,S,Tradicional,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00024404185,S,Digital,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00026315938,S,Digital,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00026639149,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00019988261,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00027574386,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00025711236,S,Agente,06.TRANSACCIONAL DEP,04.ACTIVOS Y PASIVOS
201705,IBK_CODUNICO00027034759,S,Digital,08.RETIRO,02.ACTIVOS
201703,IBK_CODUNICO00029064499,S,Light user,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00024267706,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00024841033,S,Sin transacciones,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00020412886,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00029262572,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00027685021,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00029244774,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00028433828,S,Digital,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00026214032,S,Light user,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00029155581,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00025776953,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00023425683,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00029207069,S,Sin transacciones,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00024340122,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00029397246,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00026565159,S,Agente,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00025125974,S,Digital,03.CONSUMIDOR,01.NI ACTIVOS NI PASIVOS
201701,IBK_CODUNICO00028041453,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00023911510,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00028790186,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00026118990,S,Light user,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00027520584,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00029182263,S,Light user,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00026945803,S,Digital,07.ANSIOSO,01.NI ACTIVOS NI PASIVOS
201701,IBK_CODUNICO00029114264,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00028415494,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028341336,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201706,IBK_CODUNICO00025762740,S,Tradicional,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00021847234,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00028992107,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00025769922,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00021186142,S,Light user,01.NUEVOS,03.PASIVOS
201710,IBK_CODUNICO00027345196,S,Light user,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00022687550,S,Light user,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00029235077,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00027745063,S,Tradicional,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00022435431,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00024164173,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00028742210,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00029106715,S,Light user,02.INACTIVOS,03.PASIVOS
201705,IBK_CODUNICO00027204146,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00027559041,S,Digital,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00029331007,S,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00019975357,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00025105134,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00024403538,S,Digital,07.ANSIOSO,02.ACTIVOS
201701,IBK_CODUNICO00027426493,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00020988780,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00023317589,S,Sin transacciones,Sin segmento,03.PASIVOS
201705,IBK_CODUNICO00026680769,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00026022568,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00021126816,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00025885584,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00025904051,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00013349289,S,Sin segmento,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00029167045,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00026257690,S,Digital,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00025911271,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028158617,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00024089589,S,ATM,05.TRANSACCIONAL IND,02.ACTIVOS
201711,IBK_CODUNICO00027756408,S,Sin segmento,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00024026354,N,Light user,02.INACTIVOS,03.PASIVOS
201709,IBK_CODUNICO00029295113,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00028304604,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00024020459,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00026362863,N,ATM,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00024104687,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201706,IBK_CODUNICO00029415809,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00023972645,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00028291313,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201701,IBK_CODUNICO00029227404,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00019744564,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00025708942,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201708,IBK_CODUNICO00025956570,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00028404404,S,Tradicional,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027975844,S,ATM,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00028481004,S,Light user,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00025324383,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00026490259,S,Digital,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00028958400,S,ATM,08.RETIRO,03.PASIVOS
201702,IBK_CODUNICO00024144594,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00028317402,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00017732094,N,Agente,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00024274398,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00028767782,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00026429663,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201709,IBK_CODUNICO00022387497,S,Digital,02.INACTIVOS,02.ACTIVOS
201712,IBK_CODUNICO00023415175,S,Digital,02.INACTIVOS,03.PASIVOS
201710,IBK_CODUNICO00029150652,S,Digital,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00027363242,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00028393522,N,Agente,08.RETIRO,02.ACTIVOS
201706,IBK_CODUNICO00025145607,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00028757545,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00029080514,S,Sin segmento,Sin segmento,03.PASIVOS
201708,IBK_CODUNICO00024869191,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00028324697,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00027912691,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00025887536,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028638115,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00026848952,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00022369793,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO0009328303,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028154001,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00023965703,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO0001682244,S,Digital,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00028602429,N,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00027700389,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00025165631,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00025434858,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00027792741,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00026800936,N,Agente,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00028666140,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00026167295,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00028470725,S,ATM,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00027777978,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00026829733,S,Light user,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00024828146,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201704,IBK_CODUNICO00023591592,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00028100939,S,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00027300563,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00028098690,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00027662744,S,Light user,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00028823310,N,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00026975850,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00029180501,N,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201710,IBK_CODUNICO00028741703,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00014587632,S,Light user,Sin segmento,03.PASIVOS
201702,IBK_CODUNICO00028166311,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00028171570,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00027638007,S,Digital,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00026568411,S,Digital,02.INACTIVOS,02.ACTIVOS
201711,IBK_CODUNICO00027070420,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201707,IBK_CODUNICO00028756422,S,Light user,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00024883904,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00016398926,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00028590834,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00028649603,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00020511960,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00029047270,S,Light user,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00026488589,N,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00025089565,S,Sin segmento,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00027935124,S,Agente,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00025835681,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00023413792,S,Sin segmento,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00028878532,S,Sin segmento,Sin segmento,03.PASIVOS
201704,IBK_CODUNICO00029346977,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00027348504,S,Digital,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00029304749,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00025007288,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00022161516,S,Digital,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00028302679,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00029100641,S,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201701,IBK_CODUNICO00027523287,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00024046121,S,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201712,IBK_CODUNICO00025905488,S,Digital,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00029203539,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00026087997,N,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00027835139,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00025885352,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO0007762335,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00023810215,S,ATM,08.RETIRO,03.PASIVOS
201701,IBK_CODUNICO00027832985,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO0008416425,S,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00025579462,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00027642363,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO0008302355,S,Agente,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00027090548,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00027025673,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00026628653,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00023910812,S,Digital,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00018733500,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00024262181,S,Tradicional,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00025015108,S,Digital,02.INACTIVOS,02.ACTIVOS
201703,IBK_CODUNICO00024661552,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00029328013,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201710,IBK_CODUNICO00026127942,S,Tradicional,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00026795281,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00027866737,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00028602429,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00028810523,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00018558984,S,Sin segmento,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00029194875,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00024552552,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00023228816,S,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00028595039,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00024773952,S,Light user,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00017572465,S,Sin transacciones,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00027339814,S,Digital,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00026476268,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00027688236,S,Tradicional,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00021808991,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00025710560,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00027730476,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00015474320,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00026531009,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00027265934,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00012439501,S,Agente,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00026844504,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00027395424,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00026482473,S,Agente,08.RETIRO,02.ACTIVOS
201707,IBK_CODUNICO00014487670,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00022089276,S,Tradicional,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00027335740,S,Light user,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00025857989,S,Light user,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00027507538,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00028326100,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00021564185,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201709,IBK_CODUNICO00025542514,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00028657348,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00027370565,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00024527104,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00027027475,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00021026911,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028154088,S,Light user,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00021737329,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201708,IBK_CODUNICO00026606781,S,Tradicional,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00025198484,S,Light user,02.INACTIVOS,02.ACTIVOS
201703,IBK_CODUNICO00026902312,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00029363160,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00026992367,N,Agente,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00019625543,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00026277122,N,Light user,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00026026272,S,Digital,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00028427991,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00028188121,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00029398185,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00028334179,S,Agente,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00024305803,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00024889701,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00029339360,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00027796292,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00026110846,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00024207220,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00027321055,S,ATM,06.TRANSACCIONAL DEP,01.NI ACTIVOS NI PASIVOS
201703,IBK_CODUNICO00028455513,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00013956442,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00026586871,S,Agente,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00029307224,S,Digital,02.INACTIVOS,01.NI ACTIVOS NI PASIVOS
201711,IBK_CODUNICO00029076482,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00022276757,S,Light user,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00018577530,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00026146405,S,Agente,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00028042454,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201709,IBK_CODUNICO00028094140,S,ATM,08.RETIRO,02.ACTIVOS
201711,IBK_CODUNICO00028763791,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00012902019,S,Agente,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00024193270,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201701,IBK_CODUNICO0001997957,S,Tradicional,01.NUEVOS,02.ACTIVOS
201702,IBK_CODUNICO00025075888,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028116457,N,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00024059293,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00026176370,S,Agente,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00028706058,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00026858090,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00029415702,S,Light user,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00029286206,S,Digital,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00029205040,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00023074288,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00026157893,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00023119087,N,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00024878388,S,Tradicional,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00029017555,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO0002505854,S,Light user,02.INACTIVOS,02.ACTIVOS
201703,IBK_CODUNICO00023150138,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
